species_key,scientific_name,body_size_impression,body_form,body_covering,movement_seen,observation_place,time_seen,primary_color,body_pattern,tail_impression,tail_shape,ear_size_impression,ear_shape_simple,snout_shape_simple,leg_foot_appearance,horns_or_antlers,horn_shape_simple,tusks_visible,quills_or_spines_visible,gliding_membrane_visible,bat_nose_shape,bat_tail_visibility,rodent_tail_type,primate_face_marking,carnivore_face_marking,carnivore_tail_marking,cetacean_dorsal_fin,cetacean_beak,cetacean_color_pattern,mole_front_feet,primate_brow_pattern,squirrel_ventral_or_side_pattern,gliding_mammal_marking_pattern,ungulate_marking_layout,cetacean_head_or_body_marking,ungulate_horn_or_antler_layout,bat_face_or_shoulder_layout,rodent_tail_relative_length
rousettus_leschenaultii,Rousettus leschenaultii,,bat_like,fur_or_hair,flying,,,brown,,short,,large,pointed,long_narrow,,,,,,,plain,tail_tip_beyond_membrane,,,,,,,,,,,,,,,,
pteropus_medius,Pteropus medius,,bat_like,fur_or_hair,flying,tree_or_bush,night,mixed,patched,,,medium,rounded,,,,,,,,plain,no_tail_visible,,,,,,,,,,,,,,,,
eonycteris_spelaea,Eonycteris spelaea,mouse_or_smaller,bat_like,fur_or_hair,flying,,,dark_brown,plain,,,small,,long_narrow,,,,,,,plain,tail_tip_beyond_membrane,,,,,,,,,,,,,,,,
rousettus_amplexicaudatus,Rousettus amplexicaudatus,,bat_like,fur_or_hair,flying,cave,night,grey,plain,,,medium,,,,,,,,,plain,tail_visible,,,,,,,,,,,,,,,,
pteropus_hypomelanus,Pteropus hypomelanus,rabbit_or_cat_sized,bat_like,fur_or_hair,flying,tree_or_bush,night,brown,patched,,,,,,,,,,,,,no_tail_visible,,,,,,,,,,,,,,,,
rhinolophus_acuminatus,Rhinolophus acuminatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macroglossus_sobrinus,Macroglossus sobrinus,mouse_or_smaller,bat_like,fur_or_hair,flying,,night,reddish_or_orange,plain,,,medium,,long_narrow,,,,,,,,no_tail_visible,,,,,,,,,,,,,,,,
rhinolophus_coelophyllus,Rhinolophus coelophyllus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_marshalli,Rhinolophus marshalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_affinis,Rhinolophus affinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_lepidus,Rhinolophus lepidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_macrotis,Rhinolophus macrotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_microglobosus,Rhinolophus microglobosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_perniger,Rhinolophus perniger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_pearsonii,Rhinolophus pearsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_pusillus,Rhinolophus pusillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_malayanus,Rhinolophus malayanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_thomasi,Rhinolophus thomasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_rouxii,Rhinolophus rouxii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_shortridgei,Rhinolophus shortridgei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_subbadius,Rhinolophus subbadius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_rex,Rhinolophus rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_thailandensis,Rhinolophus thailandensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_stheno,Rhinolophus stheno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_sinicus,Rhinolophus sinicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_yunanensis,Rhinolophus yunanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhinolophus_trifoliatus,Rhinolophus trifoliatus,,bat_like,fur_or_hair,flying,tree_or_bush,night,grey,,,,medium,,,,,,,,,horseshoe_like,tail_tip_beyond_membrane,,,,,,,,,,,,,,,,
rhinolophus_shameli,Rhinolophus shameli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aselliscus_stoliczkanus,Aselliscus stoliczkanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_armiger,Hipposideros armiger,mouse_or_smaller,bat_like,fur_or_hair,flying,cave,,brown,plain,,,,,,,,,,,,leaf_like,tail_tip_beyond_membrane,,,,,,,,,,,,,,,roundleaf_four_side_leaflets,
hipposideros_bicolor,Hipposideros bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_grandis,Hipposideros grandis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_einnaythu,Hipposideros einnaythu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_galeritus,Hipposideros galeritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_gentilis,Hipposideros gentilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_cineraceus,Hipposideros cineraceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_diadema,Hipposideros diadema,,bat_like,fur_or_hair,flying,cave,night,brown,patched,,,medium,pointed,,,,,,,,leaf_like,tail_within_membrane,,,,,,,,,,,,,,,white_or_pale_shoulder_patches,
coelops_frithii,Coelops frithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megaderma_spasma,Megaderma spasma,mouse_or_smaller,bat_like,fur_or_hair,flying,,,grey,plain,,,very_large,,,,,,,,,leaf_like,no_tail_visible,,,,,,,,,,,,,,,joined_large_ears_broad_noseleaf,
hipposideros_lankadiva,Hipposideros lankadiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_lylei,Hipposideros lylei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyroderma_lyra,Lyroderma lyra,mouse_or_smaller,bat_like,fur_or_hair,flying,,,grey,plain,,,very_large,,,,,,,,,leaf_like,no_tail_visible,,,,,,,,,,,,,,,lyre_shaped_noseleaf,
hipposideros_pratti,Hipposideros pratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_speoris,Hipposideros speoris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
craseonycteris_thonglongyai,Craseonycteris thonglongyai,mouse_or_smaller,bat_like,fur_or_hair,flying,cave,dawn_or_dusk,mixed,,,,large,,pig_like,,,,,,,other,no_tail_visible,,,,,,,,,,,,,,,,
hipposideros_pomona,Hipposideros pomona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hipposideros_larvatus,Hipposideros larvatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniopterus_magnater,Miniopterus magnater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mops_plicatus,Mops plicatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saccolaimus_saccolaimus,Saccolaimus saccolaimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emballonura_monticola,Emballonura monticola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taphozous_longimanus,Taphozous longimanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taphozous_melanopogon,Taphozous melanopogon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taphozous_theobaldi,Taphozous theobaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadarida_teniotis,Tadarida teniotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nycteris_tragata,Nycteris tragata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taphozous_nudiventris,Taphozous nudiventris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniopterus_fuliginosus,Miniopterus fuliginosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypsugo_affinis,Hypsugo affinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypsugo_cadornae,Hypsugo cadornae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arielulus_circumdatus,Arielulus circumdatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eptesicus_pachyotis,Eptesicus pachyotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glischropus_bucephalus,Glischropus bucephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypsugo_dolichodon,Hypsugo dolichodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniopterus_pusillus,Miniopterus pusillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hesperoptenus_tickelli,Hesperoptenus tickelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hesperoptenus_blanfordi,Hesperoptenus blanfordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypsugo_lophurus,Hypsugo lophurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_abramus,Pipistrellus abramus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_ceylonicus,Pipistrellus ceylonicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyctalus_noctula,Nyctalus noctula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_javanicus,Pipistrellus javanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_coromandra,Pipistrellus coromandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ia_io,Ia io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirostrellus_joffrei,Mirostrellus joffrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypsugo_pulveratus,Hypsugo pulveratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotophilus_kuhlii,Scotophilus kuhlii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylonycteris_malayana,Tylonycteris malayana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_paterculus,Pipistrellus paterculus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotophilus_heathii,Scotophilus heathii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipistrellus_tenuis,Pipistrellus tenuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylonycteris_fulvida,Tylonycteris fulvida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotomanes_ornatus,Scotomanes ornatus,,bat_like,fur_or_hair,flying,,night,reddish_or_orange,mixed,,,medium,rounded,,,,,,,,plain,,,,,,,,,,,,,,,,,
kerivoula_depressa,Kerivoula depressa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phoniscus_jagorii,Phoniscus jagorii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_feae,Murina feae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harpiocephalus_harpia,Harpiocephalus harpia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_cyclotis,Murina cyclotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_eleryi,Murina eleryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerivoula_furva,Kerivoula furva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerivoula_kachinensis,Kerivoula kachinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerivoula_titania,Kerivoula titania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerivoula_picta,Kerivoula picta,,bat_like,fur_or_hair,flying,tree_or_bush,night,reddish_or_orange,mixed,,,large,funnel_like,,,,,,,,plain,,,,,,,,,,,,,,,,,
kerivoula_hardwickii,Kerivoula hardwickii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myotis_chinensis,Myotis chinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myotis_hasseltii,Myotis hasseltii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_harrisoni,Murina harrisoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_hkakaboraziensis,Murina hkakaboraziensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eudiscopus_denticulus,Eudiscopus denticulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myotis_horsfieldii,Myotis horsfieldii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_jaintiana,Murina jaintiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_pluvialis,Murina pluvialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murina_huttoni,Murina huttoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manis_javanica,Manis javanica,,pangolin_like,scales,climbing,,,brown,,,,,,,broad_digging_feet,,,,,,,,,,,,,,,,,,,,,,,
myotis_siligorensis,Myotis siligorensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myotis_mystacinus,Myotis mystacinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myotis_muricola,Myotis muricola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catopuma_temminckii,Catopuma temminckii,,cat_like,fur_or_hair,walking_or_running,ground,,mixed,plain,long,,,,,paws,,,,,,,,,,,,,,,,,,,,,,,
myotis_montivagus,Myotis montivagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manis_pentadactyla,Manis pentadactyla,,pangolin_like,scales,digging_or_burrowing,,,brown,,,,,,long_pointed,broad_digging_feet,,,,,,,,,,,,,,,,,,,,,,,
pardofelis_marmorata,Pardofelis marmorata,rabbit_or_cat_sized,cat_like,fur_or_hair,climbing,tree_or_bush,,yellowish_or_buff,spotted,long,,,rounded,,,,,,,,,,,,,dark_tip,,,,,,,,,,,,
felis_chaus,Felis chaus,,cat_like,fur_or_hair,,,,mixed,plain,short,,large,rounded,,,,,,,,,,,,,rings,,,,,,,,,,,,
panthera_tigris,Panthera tigris,deer_sized,cat_like,fur_or_hair,,,,reddish_or_orange,striped,,,,,,,,,,,,,,,,,rings,,,,,,,,,,,,
prionodon_linsang,Prionodon linsang,,,fur_or_hair,,tree_or_bush,,yellowish_or_buff,banded,long,,,,,,,,,,,,,,,,rings,,,,,,,,,,,,
prionailurus_viverrinus,Prionailurus viverrinus,,cat_like,fur_or_hair,swimming,freshwater_or_wetland,,brown,spotted,short,,small,rounded,,webbed_feet,,,,,,,,,,,rings,,,,,,,,,,,,
neofelis_nebulosa,Neofelis nebulosa,,cat_like,fur_or_hair,climbing,,,mixed,patched,very_long,thick,small,rounded,,,,,,,,,,,,,rings,,,,,,,,,,,,
panthera_pardus,Panthera pardus,,cat_like,fur_or_hair,,,,mixed,spotted,,,small,rounded,,,,,,,,,,,,,rings,,,,,,,,,,,,
prionailurus_bengalensis,Prionailurus bengalensis,,cat_like,fur_or_hair,,,,yellowish_or_buff,spotted,,,small,rounded,short_blunt,,,,,,,,,,,,rings,,,,,,,,,,,,
arctictis_binturong,Arctictis binturong,,long_body_short_legs,fur_or_hair,climbing,tree_or_bush,,black,,very_long,,small,rounded,short_blunt,,,,,,,,,,,,,,,,,,,,,,,,
viverra_megaspila,Viverra megaspila,,long_body_short_legs,fur_or_hair,,,,mixed,spotted,long,,,,long_narrow,,,,,,,,,,,,rings,,,,,,,,,,,,
paradoxurus_musangus,Paradoxurus musangus,,long_body_short_legs,fur_or_hair,climbing,tree_or_bush,night,dark_brown,mixed,long,,,,,,,,,,,,,,,dark_mask,,,,,,,,,,,,,
arctogalidia_trivirgata,Arctogalidia trivirgata,,long_body_short_legs,fur_or_hair,,tree_or_bush,night,mixed,striped,very_long,,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,
prionodon_pardicolor,Prionodon pardicolor,,cat_like,fur_or_hair,climbing,tree_or_bush,,yellowish_or_buff,spotted,long,ringed,,pointed,long_pointed,,,,,,,,,,,,rings,,,,,,,,,,,,
viverricula_indica,Viverricula indica,,long_body_short_legs,fur_or_hair,,,,mixed,mixed,long,ringed,,,,,,,,,,,,,,,rings,,,,,,,,,,,,
paguma_larvata,Paguma larvata,,long_body_short_legs,fur_or_hair,climbing,tree_or_bush,night,grey,masked,long,,,,,,,,,,,,,,,pale_mask,dark_tip,,,,,,,,,,,,
hemigalus_derbyanus,Hemigalus derbyanus,,long_body_short_legs,fur_or_hair,,,,mixed,banded,long,,large,,long_narrow,,,,,,,,,,,mixed,,,,,,,,,,,,,
urva_urva,Urva urva,,long_body_short_legs,fur_or_hair,swimming,freshwater_or_wetland,dawn_or_dusk,grey,patched,medium,bushy,,,long_pointed,webbed_feet,,,,,,,,,,cheek_stripes,,,,,,,,,,,,,
urva_auropunctata,Urva auropunctata,,long_body_short_legs,fur_or_hair,walking_or_running,ground,day,grey,,long,bushy,,,long_pointed,,,,,,,,,,,,,,,,,,,,,,,,
viverra_zibetha,Viverra zibetha,,long_body_short_legs,fur_or_hair,,,,grey,mixed,medium,ringed,,,,,,,,,,,,,,,rings,,,,,,,,,,,,
urva_javanica,Urva javanica,,long_body_short_legs,fur_or_hair,,ground,day,reddish_or_orange,,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canis_lupus,Canis lupus,dog_sized,dog_like,fur_or_hair,walking_or_running,ground,,mixed,,long,bushy,,pointed,,paws,,,,,,,,,,,,,,,,,,,,,,,
canis_aureus,Canis aureus,,dog_like,fur_or_hair,walking_or_running,ground,,yellowish_or_buff,plain,,,,,,paws,,,,,,,,,,,,,,,,,,,,,,,
cuon_alpinus,Cuon alpinus,dog_sized,dog_like,fur_or_hair,walking_or_running,ground,,reddish_or_orange,plain,long,bushy,,rounded,short_blunt,,,,,,,,,,,,dark_tip,,,,,,,,,,,,
vulpes_vulpes,Vulpes vulpes,rabbit_or_cat_sized,dog_like,fur_or_hair,,,,reddish_or_orange,,long,bushy,,pointed,long_pointed,paws,,,,,,,,,,,,,,,,,,,,,,,
melogale_moschata,Melogale moschata,,long_body_short_legs,fur_or_hair,,ground,night,dark_brown,dorsal_stripe,medium,bushy,large,,pig_like,,,,,,,,,,,mixed,,,,,,,,,,,,,
aonyx_cinereus,Aonyx cinereus,rabbit_or_cat_sized,long_body_short_legs,fur_or_hair,swimming,freshwater_or_wetland,,dark_brown,patched,,flattened,,,,webbed_feet,,,,,,,,,,pale_mask,,,,,,,,,,,,,
melogale_personata,Melogale personata,,long_body_short_legs,fur_or_hair,,ground,night,mixed,dorsal_stripe,,bushy,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,
ailurus_fulgens,Ailurus fulgens,rabbit_or_cat_sized,,fur_or_hair,climbing,tree_or_bush,,reddish_or_orange,,long,bushy,large,pointed,short_blunt,,,,,,,,,,,mixed,rings,,,,,,,,,,,,
ursus_thibetanus,Ursus thibetanus,,bear_like,fur_or_hair,,,,black,patched,short,,,,long_narrow,,,,,,,,,,,,,,,,,,,,,,,,
helarctos_malayanus,Helarctos malayanus,,bear_like,fur_or_hair,climbing,tree_or_bush,,black,patched,short,,small,rounded,short_blunt,,,,,,,,,,,,,,,,,,,,,,,,
lutrogale_perspicillata,Lutrogale perspicillata,,long_body_short_legs,fur_or_hair,swimming,freshwater_or_wetland,,brown,plain,,flattened,,,short_blunt,webbed_feet,,,,,,,,,,,,,,,,,,,,,,,
martes_flavigula,Martes flavigula,,long_body_short_legs,fur_or_hair,,,,mixed,patched,long,bushy,,,,,,,,,,,,,,,,,,,,,,,,,,,
lutra_sumatrana,Lutra sumatrana,,long_body_short_legs,fur_or_hair,swimming,freshwater_or_wetland,,dark_brown,patched,,thin,,,,webbed_feet,,,,,,,,,,,,,,,,,,,,,,,
martes_foina,Martes foina,,long_body_short_legs,fur_or_hair,,,,brown,patched,long,bushy,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctonyx_albogularis,Arctonyx albogularis,,long_body_short_legs,fur_or_hair,,,,mixed,patched,short,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctonyx_collaris,Arctonyx collaris,,long_body_short_legs,fur_or_hair,,,,grey,masked,short,,,,,,,,,,,,,,,eye_stripes,,,,,,,,,,,,,
mustela_kathiah,Mustela kathiah,,long_body_short_legs,fur_or_hair,,ground,night,dark_brown,patched,long,bushy,,,,,,,,,,,,,,,,,,,,,,,,,,,
lutra_lutra,Lutra lutra,dog_sized,long_body_short_legs,fur_or_hair,swimming,freshwater_or_wetland,,dark_brown,,long,thick,,,,webbed_feet,,,,,,,,,,,,,,,,,,,,,,,
mustela_strigidorsa,Mustela strigidorsa,,long_body_short_legs,fur_or_hair,,ground,,dark_brown,dorsal_stripe,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sus_scrofa,Sus scrofa,,pig_like,fur_or_hair,,,,mixed,,,,,,pig_like,,,,,,,,,,,,,,,,,,,,,,,,
rhinoceros_unicornis,Rhinoceros unicornis,cow_or_larger,rhino_like,,,,,grey,,,,,,short_blunt,,single_horn,,,,,,,,,,,,,,,,,,,,,,
rhinoceros_sondaicus,Rhinoceros sondaicus,cow_or_larger,rhino_like,mostly_smooth_skin,walking_or_running,ground,,grey,plain,,,,,long_pointed,,single_horn,,,,,,,,,,,,,,,,,,,,,,
dicerorhinus_sumatrensis,Dicerorhinus sumatrensis,cow_or_larger,rhino_like,fur_or_hair,walking_or_running,ground,,reddish_or_orange,plain,,,,,,,horns,,,,,,,,,,,,,,,,,,,,,,
tapirus_indicus,Tapirus indicus,,tapir_like,,,,,mixed,patched,,,,,trunk_like,hooves,,,,,,,,,,,,,,,,,,,,,,,
mustela_sibirica,Mustela sibirica,,long_body_short_legs,fur_or_hair,,,,yellowish_or_buff,masked,long,,,,,,,,,,,,,,,dark_mask,,,,,,,,,,,,,
rucervus_eldii,Rucervus eldii,deer_sized,hoofed_like,fur_or_hair,walking_or_running,,,brown,plain,short,,large,,,,,,,,,,,,,,,,,,,,,,,,,,
axis_porcinus,Axis porcinus,dog_sized,hoofed_like,fur_or_hair,,,,dark_brown,,,,large,rounded,short_blunt,,,,,,,,,,,,,,,,,,,,plain_no_obvious_marking,,branched_antlers,,
moschus_fuscus,Moschus fuscus,,hoofed_like,fur_or_hair,hopping,,,brown,spotted,,,large,,,,none_visible,,,,,,,,,,,,,,,,,,,,,,
tragulus_kanchil,Tragulus kanchil,,hoofed_like,fur_or_hair,,ground,,reddish_or_orange,plain,short,,,,,hooves,,,,,,,,,,,,,,,,,,,plain_no_obvious_marking,,,,
tragulus_napu,Tragulus napu,rabbit_or_cat_sized,hoofed_like,fur_or_hair,walking_or_running,ground,,reddish_or_orange,,short,,,,long_pointed,hooves,none_visible,,,,,,,,,,,,,,,,,,side_throat_stripes,,,,
tragulus_williamsoni,Tragulus williamsoni,,hoofed_like,fur_or_hair,,ground,,brown,patched,short,,,,,hooves,,,,,,,,,,,,,,,,,,,,,,,
rusa_unicolor,Rusa unicolor,deer_sized,hoofed_like,fur_or_hair,,,,dark_brown,plain,,bushy,,,,,,,,,,,,,,,,,,,,,,,,,branched_antlers,,
muntiacus_feae,Muntiacus feae,dog_sized,hoofed_like,fur_or_hair,,ground,night,brown,plain,long,,,,,hooves,,,,,,,,,,,,,,,,,,,,,,,
muntiacus_gongshanensis,Muntiacus gongshanensis,dog_sized,hoofed_like,fur_or_hair,,ground,,dark_brown,patched,,,,,,hooves,,,,,,,,,,,,,,,,,,,pale_rump_patch,,small_hidden_antlers,,
muntiacus_vaginalis,Muntiacus vaginalis,,hoofed_like,fur_or_hair,,,,reddish_or_orange,patched,,,,,long_narrow,hooves,,,,,,,,,,,,,,,,,,,,,,,
elaphodus_cephalophus,Elaphodus cephalophus,dog_sized,hoofed_like,fur_or_hair,,ground,dawn_or_dusk,dark_brown,plain,short,,small,,,hooves,,,,,,,,,,,,,,,,,,,,,,,
bos_gaurus,Bos gaurus,cow_or_larger,hoofed_like,fur_or_hair,,,,dark_brown,patched,,,,,,,horns,,,,,,,,,,,,,,,,,,white_lower_legs,,upright_inward_curved_horns,,
muntiacus_putaoensis,Muntiacus putaoensis,,hoofed_like,fur_or_hair,,ground,,yellowish_or_buff,masked,,,,,,hooves,,,,,,,,,,,,,,,,,,,,,,,
capricornis_rubidus,Capricornis rubidus,,hoofed_like,fur_or_hair,,,,reddish_or_orange,dorsal_stripe,short,,,,,,horns,curved,,,,,,,,,,,,,,,,,white_throat_bib,,short_backward_curved_horns,,
budorcas_taxicolor,Budorcas taxicolor,cow_or_larger,hoofed_like,fur_or_hair,walking_or_running,ground,,mixed,dorsal_stripe,short,,,,,hooves,horns,curved,,,,,,,,,,,,,,,,,,,,,
bos_javanicus,Bos javanicus,cow_or_larger,hoofed_like,fur_or_hair,,,,mixed,patched,,,,,,,horns,curved,,,,,,,,,,,,,,,,,,,,,
bubalus_arnee,Bubalus arnee,cow_or_larger,hoofed_like,fur_or_hair,walking_or_running,ground,,dark_brown,,,,,,,hooves,horns,curved,,,,,,,,,,,,,,,,,white_lower_legs,,massive_wide_sweeping_horns,,
naemorhedus_cranbrooki,Naemorhedus cranbrooki,,hoofed_like,fur_or_hair,,ground,,reddish_or_orange,dorsal_stripe,,,,,,hooves,horns,curved,,,,,,,,,,,,,,,,,plain_no_obvious_marking,,short_backward_curved_horns,,
capricornis_milneedwardsi,Capricornis milneedwardsi,deer_sized,hoofed_like,fur_or_hair,,,,dark_brown,,short,,large,,,,horns,,,,,,,,,,,,,,,,,,pale_moustache_or_throat,,short_backward_curved_horns,,
megaptera_novaeangliae,Megaptera novaeangliae,cow_or_larger,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,black,patched,,fluked,,,,,,,,,,,,,,,,small,no_distinct_beak,mixed,,,,,,long_white_flippers_or_knobbly_head,,,
balaenoptera_physalus,Balaenoptera physalus,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,light_belly,,,,,,asymmetric_white_lower_jaw,,,
balaenoptera_omurai,Balaenoptera omurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balaenoptera_edeni,Balaenoptera edeni,,whale_dolphin_like,mostly_smooth_skin,swimming,sea_or_coast,,grey,,,,,,,,,,,,,,,,,,,curved_back,no_distinct_beak,light_belly,,,,,,three_rostrum_ridges,,,
